run_id,map_type,map_name,obstacle_ratio,task_id,start,goal,optimal_length,algorithm,success,path_length,turn_count,expanded_nodes,runtime_ms,collision_free
exp_v1,dao,arena,0.1445,24,"28,31","29,41",10.414214,astar_euclidean,True,10.414214,1,20,0.2065,True
exp_v1,dao,arena,0.1445,24,"28,31","29,41",10.414214,astar_octile,True,10.414214,1,20,0.1663,True
exp_v1,dao,arena,0.1445,24,"28,31","29,41",10.414214,weighted_1.2,True,10.414214,1,11,0.0999,True
exp_v1,dao,arena,0.1445,24,"28,31","29,41",10.414214,improved_ours,True,10.049876,0,11,0.1668,True
exp_v1,dao,arena,0.1445,24,"28,31","29,41",10.414214,ablation_no_adapt,True,10.049876,0,20,0.2028,True
exp_v1,dao,arena,0.1445,24,"28,31","29,41",10.414214,ablation_no_smooth,True,10.414214,1,11,0.2088,True
exp_v1,dao,arena,0.1445,25,"13,31","8,40",11.071068,dijkstra,True,11.071068,3,306,1.9223,True
exp_v1,dao,arena,0.1445,25,"13,31","8,40",11.071068,astar_euclidean,True,11.071068,7,28,0.2318,True
exp_v1,dao,arena,0.1445,25,"13,31","8,40",11.071068,astar_octile,True,11.071068,1,10,0.1025,True
exp_v1,dao,arena,0.1445,25,"13,31","8,40",11.071068,weighted_1.2,True,11.071068,1,10,0.1012,True
exp_v1,dao,arena,0.1445,25,"13,31","8,40",11.071068,improved_ours,True,10.295630,0,10,0.1725,True
exp_v1,dao,arena,0.1445,25,"13,31","8,40",11.071068,ablation_no_adapt,True,10.295630,0,10,0.1041,True
exp_v1,dao,arena,0.1445,25,"13,31","8,40",11.071068,ablation_no_smooth,True,11.071068,1,10,0.1890,True
exp_v1,dao,arena,0.1445,26,"9,18","3,13",8.071068,dijkstra,True,8.071068,1,162,0.9667,True
exp_v1,dao,arena,0.1445,26,"9,18","3,13",8.071068,astar_euclidean,True,8.071068,1,7,0.0656,True
exp_v1,dao,arena,0.1445,26,"9,18","3,13",8.071068,astar_octile,True,8.071068,1,7,0.0716,True
exp_v1,dao,arena,0.1445,26,"9,18","3,13",8.071068,weighted_1.2,True,8.071068,1,7,0.0725,True
exp_v1,dao,arena,0.1445,26,"9,18","3,13",8.071068,improved_ours,True,7.810250,0,7,0.1441,True
exp_v1,dao,arena,0.1445,26,"9,18","3,13",8.071068,ablation_no_adapt,True,7.810250,0,7,0.0741,True
exp_v1,dao,arena,0.1445,26,"9,18","3,13",8.071068,ablation_no_smooth,True,8.071068,1,7,0.1300,True
exp_v1,dao,arena,0.1445,27,"14,2","6,5",9.242641,dijkstra,True,9.242641,2,130,0.7733,True
