map_name,algorithm,n_total,n_success,n_timeout,timeout_rate,path_length_mean,path_length_std,turn_count_mean,expanded_mean,search_ms_mean,total_ms_mean,success_rate,collision_free_rate
dustwallowkeys,improved_ours,20,20,0,0.0000,199.258960,3.937689,6.7500,2069.15,27.2356,30.1901,1.0000,1.0000
dustwallowkeys,weighted_1.2,20,20,0,0.0000,209.883636,3.603386,20.2500,2488.10,22.4565,22.4565,1.0000,1.0000
orz100d,ablation_no_adapt,20,20,0,0.0000,282.074629,3.652517,14.8500,11957.30,96.8807,100.0561,1.0000,1.0000
orz100d,ablation_no_smooth,20,20,0,0.0000,307.987399,9.118542,62.4500,8269.20,97.9950,97.9950,1.0000,1.0000
orz100d,astar_euclidean,20,20,0,0.0000,294.646483,2.451530,54.4000,13937.45,98.6638,98.6638,1.0000,1.0000
orz100d,astar_octile,20,20,0,0.0000,294.646483,2.451530,31.7000,11957.30,96.1145,96.1145,1.0000,1.0000
orz100d,dijkstra,20,20,0,0.0000,294.646483,2.451530,28.9500,43995.75,286.6777,286.6777,1.0000,1.0000
orz100d,improved_ours,20,20,0,0.0000,285.127915,5.107789,19.6000,8269.20,100.4952,103.9890,1.0000,1.0000
orz100d,weighted_1.2,20,20,0,0.0000,299.603694,6.105508,43.9500,9046.60,73.5642,73.5642,1.0000,1.0000
ost003d,ablation_no_adapt,20,20,0,0.0000,96.489114,2.019052,6.1500,1265.95,9.6353,10.2219,1.0000,1.0000
ost003d,ablation_no_smooth,20,20,0,0.0000,104.511688,3.717402,23.8000,877.05,10.2565,10.2565,1.0000,1.0000
ost003d,astar_euclidean,20,20,0,0.0000,100.957273,2.166515,22.5000,1667.55,11.3128,11.3128,1.0000,1.0000
ost003d,astar_octile,20,20,0,0.0000,100.957273,2.166515,14.1000,1265.95,9.7659,9.7659,1.0000,1.0000
ost003d,dijkstra,20,20,0,0.0000,100.957273,2.166515,13.0000,6202.35,37.0018,37.0018,1.0000,1.0000
ost003d,improved_ours,20,20,0,0.0000,97.171533,2.781339,7.3000,877.05,9.5256,10.1123,1.0000,1.0000
ost003d,weighted_1.2,20,20,0,0.0000,101.537172,2.447225,14.8500,901.65,6.4998,6.4998,1.0000,1.0000
