algorithm,path_length,turn_count,expanded,runtime_ms
ablation_no_adapt,9.650702469333332,0.05600000000000001,17.93866666666667,0.17567239999999998
ablation_no_smooth,10.159610170666665,1.0013333333333334,9.979999999999997,0.19198693333333333
astar_euclidean,10.156296462666667,3.0280000000000005,24.490666666666666,0.21624359999999998
astar_octile,10.156296462666667,1.5733333333333337,17.93866666666667,0.1736926666666667
dijkstra,10.156296462666667,1.4266666666666665,326.0293333333332,2.3817951999999996
improved_ours,9.651568902666668,0.05733333333333334,9.979999999999997,0.22541239999999993
weighted_1.2,10.158505601333333,0.9293333333333333,9.958666666666666,0.10665413333333332
